"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.266003296E2,4.544126417E1,-7.376127105E1,1.969264488E1,1.057045460E1,1.677240753E2,2.902629852E0,1.633192182E0
4.276003446E2,4.544116628E1,-7.376124204E1,1.997462157E1,1.063335705E1,1.674971313E2,2.930186510E0,1.626547456E0
4.286003486E2,4.544106632E1,-7.376121173E1,2.035910546E1,1.068406582E1,1.675865784E2,2.911746264E0,1.619695425E0
4.296003536E2,4.544096956E1,-7.376118380E1,2.067190759E1,1.069056416E1,1.675345001E2,2.946021318E0,1.621880889E0
4.306003746E2,4.544087511E1,-7.376115678E1,2.083767794E1,1.035672855E1,1.676740417E2,2.956829071E0,1.627426267E0
4.316003826E2,4.544078614E1,-7.376112857E1,2.088364051E1,9.940493584E0,1.673890228E2,2.886771441E0,1.625801802E0
4.326004196E2,4.544070151E1,-7.376110137E1,2.085309849E1,9.472949028E0,1.673269806E2,2.893095493E0,1.635412335E0
4.336004106E2,4.544062171E1,-7.376107842E1,2.104135133E1,8.639102936E0,1.675077057E2,2.874577284E0,1.637498140E0
4.346004516E2,4.544054989E1,-7.376105637E1,2.123591651E1,7.530970573E0,1.683962250E2,2.888436794E0,1.631698132E0
4.356004356E2,4.544049155E1,-7.376104293E1,2.116460306E1,6.032969952E0,1.708664093E2,2.879508972E0,1.633606672E0
4.366004696E2,4.544044792E1,-7.376103848E1,2.095838010E1,3.862974882E0,1.749889069E2,2.858707905E0,1.628613234E0
4.376004716E2,4.544042588E1,-7.376103906E1,2.046506774E1,2.853086710E0,1.792154236E2,2.832250118E0,1.603088975E0
4.386005076E2,4.544040717E1,-7.376104968E1,1.979419909E1,3.119076014E0,1.904603119E2,2.834353924E0,1.596164346E0
4.396005166E2,4.544038079E1,-7.376107328E1,1.916919003E1,3.700722694E0,2.138723907E2,2.864154339E0,1.587566972E0
4.406005096E2,4.544036193E1,-7.376111631E1,1.898421839E1,4.421624660E0,2.454997711E2,2.871512413E0,1.592618942E0
4.416005116E2,4.544036165E1,-7.376117482E1,1.882605257E1,4.290875435E0,2.757479553E2,2.943976402E0,1.596871138E0
4.426006196E2,4.544037721E1,-7.376123673E1,1.846355514E1,5.019372940E0,2.906744690E2,2.964304924E0,1.620557547E0
4.436005566E2,4.544040314E1,-7.376130252E1,1.793699921E1,6.193912506E0,2.919908142E2,2.980934620E0,1.640395284E0
4.446005556E2,4.544043234E1,-7.376138902E1,1.764887587E1,7.796188354E0,2.890886841E2,2.969182491E0,1.635359645E0
4.456005606E2,4.544046245E1,-7.376149952E1,1.754893823E1,9.226574898E0,2.881008911E2,2.801056147E0,1.635927916E0
4.466006016E2,4.544049184E1,-7.376162570E1,1.741409600E1,9.845159531E0,2.873580017E2,2.787855148E0,1.637344956E0
4.476006136E2,4.544051559E1,-7.376175481E1,1.734518187E1,9.999384880E0,2.862238770E2,2.790333033E0,1.647057533E0
4.486006556E2,4.544053929E1,-7.376188715E1,1.770113886E1,1.012963486E1,2.851095886E2,2.767110825E0,1.644138336E0
4.496006746E2,4.544056169E1,-7.376201494E1,1.810232506E1,9.957589149E0,2.841487427E2,2.769222975E0,1.643300533E0
4.506006406E2,4.544058150E1,-7.376213826E1,1.849193407E1,1.005109406E1,2.831698303E2,2.775106430E0,1.649533272E0
4.516006716E2,4.544060111E1,-7.376226446E1,1.887569828E1,1.016192150E1,2.824430542E2,2.882801056E0,1.656547904E0
4.526006776E2,4.544061863E1,-7.376239093E1,1.973631802E1,1.035106945E1,2.818988953E2,2.845337868E0,1.683161855E0
4.536006856E2,4.544063820E1,-7.376252940E1,1.996289206E1,1.079971790E1,2.807843323E2,2.823803902E0,1.700350523E0
4.546006946E2,4.544065612E1,-7.376267392E1,2.007332749E1,1.098859215E1,2.790819702E2,2.837607622E0,1.713543653E0
4.556007016E2,4.544066948E1,-7.376281747E1,1.996948192E1,1.075720596E1,2.768941650E2,2.833749771E0,1.719293356E0
4.566007366E2,4.544067835E1,-7.376295205E1,2.027638214E1,1.044094086E1,2.745675049E2,2.855480194E0,1.703180194E0
4.576007336E2,4.544068459E1,-7.376308430E1,2.011232539E1,1.018941498E1,2.731542358E2,2.827695370E0,1.688591957E0
4.586007806E2,4.544068810E1,-7.376321072E1,1.982535224E1,9.967421532E0,2.701506653E2,2.816231251E0,1.678401351E0
4.596007626E2,4.544068378E1,-7.376333371E1,1.921018595E1,1.001076984E1,2.645402527E2,2.859326839E0,1.671965599E0
4.606007806E2,4.544067030E1,-7.376346014E1,1.892944005E1,1.033627224E1,2.591013184E2,2.833697319E0,1.649793267E0
4.616007836E2,4.544064616E1,-7.376359096E1,1.893994544E1,1.064707184E1,2.529719391E2,2.918516159E0,1.651335239E0
4.626008636E2,4.544060934E1,-7.376372367E1,1.881237788E1,1.088263130E1,2.470211945E2,2.959981441E0,1.660969853E0
4.636008226E2,4.544056195E1,-7.376385431E1,1.907252236E1,1.113978577E1,2.433777924E2,2.974346161E0,1.667963028E0
4.646008326E2,4.544050990E1,-7.376398249E1,1.917041240E1,1.140591908E1,2.425212402E2,3.034365177E0,1.679138184E0
4.656008356E2,4.544045913E1,-7.376411351E1,1.919529270E1,1.163052654E1,2.449228821E2,3.054548264E0,1.691687226E0
4.666008506E2,4.544041485E1,-7.376425053E1,1.918881744E1,1.178923893E1,2.495624237E2,3.055713415E0,1.701460242E0
4.676009356E2,4.544038103E1,-7.376439637E1,1.922762248E1,1.203860664E1,2.553470612E2,3.115724564E0,1.718460917E0
4.686008796E2,4.544036043E1,-7.376455121E1,1.864871252E1,1.229322910E1,2.603080139E2,3.051505566E0,1.718713045E0
4.696009216E2,4.544034779E1,-7.376470932E1,1.831316030E1,1.246620846E1,2.637660828E2,2.989869595E0,1.713930368E0
4.706010026E2,4.544033918E1,-7.376487107E1,1.860730278E1,1.262884903E1,2.653840942E2,2.932831287E0,1.699170589E0
4.716009646E2,4.544033072E1,-7.376503221E1,1.904265420E1,1.253808975E1,2.659552002E2,2.996134281E0,1.692430496E0
4.736009456E2,4.544031483E1,-7.376535803E1,1.937817174E1,1.292114735E1,2.665535889E2,2.581066132E0,1.695275426E0
4.746009546E2,4.544031013E1,-7.376552365E1,1.987092451E1,1.284511852E1,2.663500671E2,2.270735264E0,1.696658850E0
4.756009756E2,4.544030331E1,-7.376568705E1,2.000154251E1,1.274202824E1,2.661489563E2,2.053951979E0,1.702360749E0
4.766009976E2,4.544029800E1,-7.376584965E1,2.036098826E1,1.267999935E1,2.664937744E2,1.886988759E0,1.714800358E0
4.776010166E2,4.544029093E1,-7.376601397E1,2.103538517E1,1.286143875E1,2.666253357E2,1.757744193E0,1.694643974E0
4.786010106E2,4.544028241E1,-7.376617584E1,2.060280160E1,1.284916115E1,2.665347290E2,2.701734543E0,1.710574150E0
4.796010256E2,4.544027568E1,-7.376633468E1,2.074589071E1,1.240141296E1,2.663301086E2,2.320207596E0,1.721227169E0
4.806010416E2,4.544027132E1,-7.376648820E1,2.100136749E1,1.196143818E1,2.661503601E2,2.076935291E0,1.710511565E0
4.816010496E2,4.544026551E1,-7.376663447E1,2.108541141E1,1.143029213E1,2.662243347E2,1.889770389E0,1.696742296E0
4.826010726E2,4.544026054E1,-7.376677615E1,2.129023015E1,1.101411343E1,2.665591125E2,1.751565099E0,1.687158942E0
4.836010806E2,4.544025435E1,-7.376691244E1,2.124073763E1,1.072547054E1,2.668146362E2,1.642094493E0,1.676735759E0
4.846010976E2,4.544025087E1,-7.376704484E1,2.135152578E1,1.050312233E1,2.684214172E2,1.557826042E0,1.675257683E0
4.856011076E2,4.544025135E1,-7.376717814E1,2.103664055E1,1.047269154E1,2.722315979E2,1.496949911E0,1.700583339E0
4.866011166E2,4.544025967E1,-7.376731358E1,2.064317653E1,1.067646790E1,2.790686951E2,2.608293295E0,1.731042981E0
4.876011386E2,4.544028155E1,-7.376745097E1,2.008651858E1,1.076149273E1,2.868360291E2,2.885302782E0,1.747940898E0
4.896011566E2,4.544035908E1,-7.376769511E1,1.949026805E1,1.051686192E1,2.987938538E2,2.021977425E0,1.707339168E0
4.906011696E2,4.544040755E1,-7.376781259E1,1.947545281E1,1.073938274E1,3.007212219E2,1.857267618E0,1.703146219E0
4.916011826E2,4.544045697E1,-7.376793127E1,1.947014285E1,1.058357334E1,3.010999756E2,1.732030630E0,1.714516759E0
4.926011986E2,4.544050494E1,-7.376804367E1,1.961672477E1,1.017311764E1,3.012735901E2,1.621245503E0,1.721188068E0
4.936012206E2,4.544055407E1,-7.376815554E1,1.997220749E1,1.023211193E1,3.014629822E2,1.504906416E0,1.705630541E0
4.946012196E2,4.544060493E1,-7.376826541E1,2.005582080E1,9.931395531E0,3.016647034E2,1.409140706E0,1.673860073E0
4.956012736E2,4.544065271E1,-7.376837406E1,1.988369433E1,9.801934242E0,3.019002991E2,1.330134630E0,1.655059814E0
4.966012566E2,4.544069836E1,-7.376847788E1,1.998945164E1,9.588211060E0,3.020858765E2,1.263197064E0,1.640597105E0
4.976013716E2,4.544074488E1,-7.376857895E1,1.970049965E1,9.372216225E0,3.019594116E2,1.205067277E0,1.631021142E0
4.986016906E2,4.544079125E1,-7.376867870E1,1.947493363E1,9.250758171E0,3.017035828E2,1.153953791E0,1.623557448E0
4.996013876E2,4.544083395E1,-7.376878068E1,1.926352541E1,9.340048790E0,3.011525879E2,1.109153152E0,1.619746923E0
5.006013066E2,4.544087728E1,-7.376888537E1,1.920936489E1,9.350273132E0,3.005704346E2,2.276273251E0,1.620517731E0
5.016013126E2,4.544091803E1,-7.376898928E1,1.891265828E1,9.187916756E0,2.987861023E2,2.544177055E0,1.619134545E0
5.026013606E2,4.544095343E1,-7.376909542E1,1.882220961E1,9.063370705E0,2.951433716E2,2.649540424E0,1.621989727E0
5.036013626E2,4.544098459E1,-7.376920169E1,1.851862589E1,8.914577484E0,2.909876404E2,2.709671736E0,1.617361188E0
5.046013536E2,4.544100523E1,-7.376930794E1,1.827621025E1,8.953505516E0,2.857714233E2,2.732186556E0,1.623922706E0
5.056014316E2,4.544102126E1,-7.376942278E1,1.833861453E1,8.809486389E0,2.806716919E2,2.837077856E0,1.660526752E0
5.066014026E2,4.544103044E1,-7.376953443E1,1.843917011E1,8.190809250E0,2.762530518E2,2.909684896E0,1.672287345E0
5.076013916E2,4.544103180E1,-7.376963260E1,1.847708907E1,7.271790028E0,2.719232788E2,2.949634075E0,1.700893402E0
5.086014096E2,4.544102865E1,-7.376971810E1,1.852728801E1,6.699772835E0,2.678977051E2,2.994729280E0,1.723305702E0
5.096014266E2,4.544102219E1,-7.376979713E1,1.862477608E1,6.017238140E0,2.642810364E2,2.909843683E0,1.733232021E0
5.106014626E2,4.544101499E1,-7.376986414E1,1.901218291E1,4.671001911E0,2.612035522E2,2.898171425E0,1.720942259E0
5.116014766E2,4.544100787E1,-7.376991069E1,1.909824671E1,3.017365932E0,2.591443176E2,2.913633823E0,1.687703848E0
5.126014626E2,4.544100039E1,-7.376993759E1,1.914024856E1,2.018276691E0,2.584848328E2,2.940151215E0,1.672346711E0
5.136014726E2,4.544099859E1,-7.376994955E1,1.928854944E1,1.173659921E0,2.582699890E2,3.185956001E0,1.673526645E0
5.156015786E2,4.544099844E1,-7.376994910E1,2.042272537E1,9.340400249E-2,2.581236877E2,2.816619158E0,1.689444900E0
5.166015186E2,4.544099833E1,-7.376994958E1,2.086475043E1,1.652554274E-1,2.581144104E2,2.538019896E0,1.698550344E0
5.176015276E2,4.544099647E1,-7.376996197E1,2.057876627E1,1.312642813E0,2.580685425E2,2.363548040E0,1.701837659E0
5.186015626E2,4.544099270E1,-7.376998421E1,2.054035356E1,2.387070894E0,2.578696594E2,2.188295603E0,1.726902962E0
5.196015596E2,4.544098684E1,-7.377001996E1,2.097347679E1,3.533517838E0,2.578471985E2,1.926522255E0,1.718602419E0
5.206015966E2,4.544097902E1,-7.377007181E1,2.125630551E1,4.653444290E0,2.580838013E2,1.750513792E0,1.701763868E0
5.216015826E2,4.544096805E1,-7.377013632E1,2.144139430E1,5.914863110E0,2.586430359E2,1.667590618E0,1.704217792E0
5.226015946E2,4.544095078E1,-7.377021215E1,2.180626114E1,6.423954487E0,2.587735901E2,1.583546877E0,1.677330256E0
5.236016366E2,4.544093813E1,-7.377028725E1,2.191081198E1,6.462821007E0,2.593710327E2,1.514024377E0,1.668577433E0
5.246019106E2,4.544092548E1,-7.377037289E1,2.217537445E1,7.461326122E0,2.600214539E2,1.442664146E0,1.674135447E0
5.256016356E2,4.544091323E1,-7.377046845E1,2.250111650E1,8.682736397E0,2.605833740E2,1.393209457E0,1.678834200E0
5.266016526E2,4.544089925E1,-7.377058566E1,2.360662823E1,9.908305168E0,2.608562927E2,1.329116106E0,1.676017284E0
5.276016766E2,4.544088333E1,-7.377071628E1,2.443791573E1,1.074224472E1,2.611773682E2,1.274659157E0,1.675756693E0
5.286017426E2,4.544086975E1,-7.377085626E1,2.467708191E1,1.102954865E1,2.616653137E2,1.234908938E0,1.670124888E0
5.296016896E2,4.544085840E1,-7.377099768E1,2.417153611E1,1.085826588E1,2.619348755E2,1.200891256E0,1.708171725E0
5.306017106E2,4.544084407E1,-7.377113593E1,2.367871546E1,1.065081215E1,2.606070862E2,1.166964173E0,1.696832299E0
5.316017466E2,4.544082858E1,-7.377126385E1,2.303657105E1,9.375164032E0,2.583970947E2,1.139648080E0,1.706646562E0
5.326017626E2,4.544081051E1,-7.377136783E1,2.251704632E1,7.410596371E0,2.566283875E2,1.106053829E0,1.690655351E0
5.336017956E2,4.544079657E1,-7.377144128E1,2.247814231E1,4.380948544E0,2.556477966E2,1.079953074E0,1.690870285E0
5.346018286E2,4.544078655E1,-7.377148060E1,2.233132662E1,1.856739879E0,2.549893188E2,1.052844763E0,1.659887075E0
5.356017776E2,4.544077922E1,-7.377150455E1,2.217417793E1,1.909977436E0,2.546104126E2,1.022557616E0,1.643043280E0
5.366018106E2,4.544077331E1,-7.377153793E1,2.186602457E1,2.800167322E0,2.540706482E2,9.942626953E-1,1.651567340E0
5.376017996E2,4.544076409E1,-7.377158329E1,2.165223627E1,4.475906372E0,2.534820404E2,9.672233462E-1,1.627176166E0
5.386018156E2,4.544074723E1,-7.377165241E1,2.155190703E1,6.403378010E0,2.530217133E2,9.415764213E-1,1.632825732E0
5.396018296E2,4.544072979E1,-7.377173191E1,2.125328833E1,6.862157345E0,2.536253815E2,9.226365089E-1,1.637032390E0
5.406018366E2,4.544071452E1,-7.377181450E1,2.116497174E1,7.244546890E0,2.559714813E2,9.039801359E-1,1.641258359E0
5.416020096E2,4.544070424E1,-7.377191095E1,2.123450373E1,8.291158676E0,2.615527344E2,2.321196318E0,1.669964314E0
5.426018846E2,4.544070314E1,-7.377202083E1,2.095468713E1,9.221979141E0,2.687459717E2,3.001377583E0,1.668247700E0
5.436018906E2,4.544070989E1,-7.377214986E1,2.038843083E1,1.012375927E1,2.763614807E2,2.593258858E0,1.702901959E0
5.446018846E2,4.544073416E1,-7.377227839E1,2.009022122E1,1.073075581E1,2.854505005E2,2.254019499E0,1.747421265E0
5.456018996E2,4.544077153E1,-7.377240931E1,1.982576871E1,1.137133789E1,2.948820496E2,1.959773302E0,1.765165448E0
5.466019116E2,4.544082131E1,-7.377254110E1,1.947997975E1,1.165816116E1,2.989076233E2,1.809334517E0,1.754853368E0
5.476019426E2,4.544087383E1,-7.377266651E1,1.923873451E1,1.136865044E1,3.001217957E2,2.491336107E0,1.737344980E0
5.486020276E2,4.544092374E1,-7.377278963E1,1.958797310E1,1.146168423E1,3.000678101E2,2.697221279E0,1.744328737E0
5.496019536E2,4.544097416E1,-7.377291800E1,1.976152571E1,1.179220009E1,2.998327026E2,2.282216072E0,1.723998308E0
5.506019626E2,4.544102690E1,-7.377305077E1,1.965517075E1,1.241955280E1,2.997073669E2,2.606585979E0,1.722564816E0
5.516019886E2,4.544108627E1,-7.377319318E1,1.899265143E1,1.305318832E1,2.997024841E2,2.234039307E0,1.709269524E0
5.526019916E2,4.544114501E1,-7.377334401E1,1.851742582E1,1.350731659E1,2.996078186E2,1.944203615E0,1.718340278E0
5.536020096E2,4.544120447E1,-7.377349400E1,1.789833142E1,1.328167725E1,2.995260925E2,1.745422363E0,1.684763074E0
5.546020156E2,4.544126116E1,-7.377364307E1,1.732262126E1,1.296751785E1,2.994454041E2,1.611005306E0,1.673218608E0
5.556020326E2,4.544131707E1,-7.377378229E1,1.679347846E1,1.261711884E1,2.998356934E2,1.498067737E0,1.665755391E0
5.566020956E2,4.544137396E1,-7.377391660E1,1.687270162E1,1.221745205E1,3.017628479E2,1.413649440E0,1.681829214E0
5.576020686E2,4.544143518E1,-7.377404164E1,1.714965328E1,1.171103096E1,3.055151062E2,1.337078094E0,1.665545344E0
5.586021286E2,4.544149896E1,-7.377415594E1,1.745983297E1,1.140622330E1,3.086947327E2,2.337985516E0,1.652559996E0
5.596020986E2,4.544156469E1,-7.377426492E1,1.776837566E1,1.126513004E1,3.122059937E2,2.621001005E0,1.653339148E0
5.606021106E2,4.544163789E1,-7.377436794E1,1.822702796E1,1.115075588E1,3.175196533E2,2.676449299E0,1.649542570E0
5.616021606E2,4.544171564E1,-7.377446089E1,1.865265117E1,1.112458897E1,3.253569336E2,2.746127844E0,1.647030354E0
5.626021706E2,4.544179915E1,-7.377453484E1,1.898413820E1,1.101363850E1,3.335288086E2,2.777549267E0,1.637363553E0
5.636021396E2,4.544189009E1,-7.377458973E1,1.908824735E1,1.107638550E1,3.404349670E2,3.007296085E0,1.654276252E0
5.646021536E2,4.544198465E1,-7.377463378E1,1.932236481E1,1.111075974E1,3.443705139E2,3.183839798E0,1.654970407E0
5.656022356E2,4.544208022E1,-7.377466379E1,1.904505644E1,1.071723461E1,3.469804382E2,3.188749552E0,1.653417826E0
5.666023356E2,4.544217266E1,-7.377468910E1,1.891337762E1,1.014761543E1,3.481193237E2,3.029152870E0,1.651213527E0
5.676021996E2,4.544225963E1,-7.377471324E1,1.889865763E1,9.171914101E0,3.485760803E2,2.919455767E0,1.647934556E0
5.686022086E2,4.544233504E1,-7.377473276E1,1.886680100E1,7.522219658E0,3.488325195E2,2.889542818E0,1.655882001E0
5.696022606E2,4.544239309E1,-7.377474793E1,1.888956167E1,5.341682911E0,3.489635925E2,2.860748529E0,1.653403997E0
5.706022346E2,4.544242697E1,-7.377475581E1,1.881827126E1,2.825501680E0,3.490483704E2,3.121439695E0,1.654374719E0
5.716022586E2,4.544244578E1,-7.377476036E1,1.851398942E1,2.586762667E0,3.490447083E2,2.997102261E0,1.652388215E0
5.726022606E2,4.544246554E1,-7.377476412E1,1.882387576E1,3.442753792E0,3.490657349E2,2.989995241E0,1.677641034E0
5.736022826E2,4.544249846E1,-7.377477510E1,1.906130868E1,5.079072952E0,3.492056274E2,3.077671528E0,1.705422878E0
5.746022846E2,4.544254437E1,-7.377478868E1,1.939753717E1,6.708616734E0,3.492950439E2,2.993393183E0,1.732135296E0
5.756023276E2,4.544260937E1,-7.377480780E1,1.935513297E1,7.516336918E0,3.489724731E2,3.098622322E0,1.730910659E0
5.766023676E2,4.544267409E1,-7.377482971E1,1.952797872E1,7.662038803E0,3.476263428E2,3.303238869E0,1.759693980E0
5.776023426E2,4.544274176E1,-7.377485563E1,1.989457430E1,8.683382034E0,3.455469971E2,3.072396040E0,1.773336291E0
5.786023786E2,4.544281909E1,-7.377488743E1,2.019852082E1,1.018189144E1,3.407863159E2,3.092447281E0,1.772931695E0
5.796023506E2,4.544291314E1,-7.377493992E1,2.017651808E1,1.113011837E1,3.347304077E2,3.219854593E0,1.761510730E0
5.806023676E2,4.544300418E1,-7.377501510E1,2.027489379E1,1.126238537E1,3.289908142E2,3.117218256E0,1.740724087E0
5.816023816E2,4.544308704E1,-7.377510221E1,2.025774553E1,1.117654800E1,3.229877014E2,3.047434330E0,1.723350525E0
5.826024356E2,4.544316464E1,-7.377519817E1,2.020062518E1,1.154343033E1,3.192237854E2,2.886344433E0,1.726660013E0
5.836024106E2,4.544324034E1,-7.377530093E1,2.032036078E1,1.178895187E1,3.182420654E2,2.867513180E0,1.748002291E0
5.846024236E2,4.544331868E1,-7.377540384E1,2.045794004E1,1.176613140E1,3.178755188E2,2.801008463E0,1.761996269E0
5.866024486E2,4.544347985E1,-7.377560672E1,2.088600210E1,1.217145252E1,3.175581665E2,2.644865036E0,1.766567230E0
5.876024946E2,4.544356152E1,-7.377571339E1,2.126584654E1,1.241342545E1,3.163817139E2,2.172828197E0,1.762066007E0
5.886024826E2,4.544364292E1,-7.377582431E1,2.129787978E1,1.260504532E1,3.155848389E2,1.897338629E0,1.724637628E0
5.896024886E2,4.544372275E1,-7.377594027E1,2.149675966E1,1.283147335E1,3.152386475E2,1.723721266E0,1.701197624E0
5.906025696E2,4.544380558E1,-7.377605670E1,2.088137097E1,1.307971859E1,3.152131958E2,1.596613169E0,1.669412851E0
5.916025276E2,4.544389010E1,-7.377617526E1,2.038191204E1,1.333331203E1,3.152389832E2,1.500270605E0,1.665458322E0
5.926025266E2,4.544397659E1,-7.377629353E1,1.982598673E1,1.353336430E1,3.157442322E2,1.403087616E0,1.650505662E0
5.936025416E2,4.544406358E1,-7.377641252E1,1.928837728E1,1.361171150E1,3.158419800E2,2.336063385E0,1.641438842E0
5.946025536E2,4.544415173E1,-7.377653345E1,1.897017253E1,1.366288090E1,3.158408203E2,2.588354111E0,1.639219284E0
5.956025606E2,4.544423986E1,-7.377665200E1,1.867939864E1,1.343327332E1,3.159937744E2,2.668672323E0,1.635303974E0
5.966026176E2,4.544432520E1,-7.377676787E1,1.850981514E1,1.300529575E1,3.160476074E2,2.698608875E0,1.629281998E0
5.976026196E2,4.544440671E1,-7.377687877E1,1.821591224E1,1.256762886E1,3.148146362E2,2.767198086E0,1.626846194E0
5.986026406E2,4.544448185E1,-7.377699023E1,1.813557444E1,1.211038780E1,3.129191895E2,2.719342232E0,1.624106050E0
5.996026666E2,4.544454873E1,-7.377710493E1,1.825183365E1,1.116327572E1,3.108635559E2,2.693692446E0,1.622660160E0
6.006026296E2,4.544460514E1,-7.377720786E1,1.841044998E1,9.326558113E0,3.094156799E2,2.681881428E0,1.622263789E0
6.016026446E2,4.544465053E1,-7.377729271E1,1.857988315E1,7.772057056E0,3.097234802E2,2.834852695E0,1.631783366E0
6.026026746E2,4.544468724E1,-7.377735953E1,1.857992279E1,5.709564686E0,3.099563904E2,2.950456142E0,1.650589228E0
6.036026916E2,4.544470954E1,-7.377739856E1,1.867010113E1,3.111820936E0,3.100403442E2,2.912150860E0,1.667953491E0
6.046027036E2,4.544472357E1,-7.377742298E1,1.856742439E1,2.800183058E0,3.100726929E2,2.901899338E0,1.680630684E0
6.056027206E2,4.544473481E1,-7.377744365E1,1.879803284E1,3.150320530E0,3.098676758E2,2.867873907E0,1.682598591E0
6.066027266E2,4.544475135E1,-7.377747400E1,1.908872926E1,4.460696697E0,3.096077271E2,2.870157719E0,1.667925000E0
6.076027506E2,4.544477835E1,-7.377752593E1,1.903237954E1,6.135382652E0,3.096187744E2,2.917056322E0,1.671646953E0
6.086027456E2,4.544481183E1,-7.377758703E1,1.874532224E1,5.992171288E0,3.096511841E2,2.985520124E0,1.678175092E0
6.096027596E2,4.544484660E1,-7.377765165E1,1.862948035E1,6.587895870E0,3.095444336E2,2.939706326E0,1.685492635E0
6.106027856E2,4.544488637E1,-7.377772352E1,1.870073772E1,8.069343567E0,3.094748230E2,2.934738874E0,1.690474272E0
6.116028636E2,4.544493576E1,-7.377781075E1,1.888221452E1,9.492306709E0,3.091387634E2,2.872570992E0,1.689733744E0
6.126027896E2,4.544499493E1,-7.377791520E1,1.914353227E1,1.077843285E1,3.089264832E2,2.849175692E0,1.689367414E0
6.136028456E2,4.544506021E1,-7.377803288E1,1.930293469E1,1.117562580E1,3.086042480E2,2.909573555E0,1.694818974E0
6.146028806E2,4.544512791E1,-7.377815167E1,1.910483490E1,1.131787968E1,3.085878296E2,2.974557877E0,1.698513627E0
6.156028306E2,4.544519694E1,-7.377827312E1,1.884987209E1,1.188637447E1,3.092202759E2,3.173078060E0,1.725515842E0
6.166028386E2,4.544526770E1,-7.377839724E1,1.903769522E1,1.221475124E1,3.098000183E2,3.239054918E0,1.749313712E0
6.176028746E2,4.544534178E1,-7.377852248E1,1.904442884E1,1.227752876E1,3.102732239E2,3.235033989E0,1.764149308E0
6.186028866E2,4.544541741E1,-7.377864574E1,1.881379601E1,1.218603420E1,3.109329834E2,3.264313698E0,1.779278040E0
6.196028916E2,4.544549325E1,-7.377876365E1,1.852407881E1,1.215411377E1,3.120983887E2,3.261483192E0,1.784027696E0
6.206028926E2,4.544557015E1,-7.377887636E1,1.824990402E1,1.197681904E1,3.137781067E2,3.339843035E0,1.785474062E0
6.216029196E2,4.544564888E1,-7.377898788E1,1.773092892E1,1.195560169E1,3.128097839E2,2.956702232E0,1.760383606E0
6.226029256E2,4.544572044E1,-7.377909700E1,1.759031785E1,1.205904865E1,3.100424194E2,3.015200615E0,1.738141179E0
6.236029356E2,4.544578786E1,-7.377921491E1,1.759082814E1,1.221477318E1,3.073808594E2,3.087812901E0,1.727284312E0
6.246029616E2,4.544585118E1,-7.377934210E1,1.769463781E1,1.242606258E1,3.055875244E2,2.895827770E0,1.713960409E0
6.256029676E2,4.544591692E1,-7.377947417E1,1.757889353E1,1.263643742E1,3.054358826E2,2.868012428E0,1.703829885E0
6.266029756E2,4.544598176E1,-7.377960898E1,1.742621205E1,1.252576923E1,3.052147827E2,2.853846073E0,1.700936913E0
6.276030216E2,4.544604513E1,-7.377974129E1,1.737252401E1,1.239128971E1,3.047296143E2,2.853470564E0,1.701509237E0
6.286030596E2,4.544610979E1,-7.377986952E1,1.732745968E1,1.234654999E1,3.044335632E2,2.770668745E0,1.696754217E0
6.296030216E2,4.544617412E1,-7.377999674E1,1.736574475E1,1.231018734E1,3.042279358E2,2.758785486E0,1.696307302E0
6.306030346E2,4.544623831E1,-7.378012655E1,1.744973760E1,1.227045441E1,3.039679871E2,2.743371725E0,1.688143611E0
6.316030456E2,4.544629848E1,-7.378025621E1,1.716046427E1,1.223071766E1,3.036781616E2,2.734736919E0,1.678857446E0
6.326031566E2,4.544635918E1,-7.378038599E1,1.693307244E1,1.219286633E1,3.033882751E2,2.729285240E0,1.675108433E0
6.336030896E2,4.544641943E1,-7.378051512E1,1.662250878E1,1.208924484E1,3.030111389E2,2.748071909E0,1.669491291E0
6.346031116E2,4.544648263E1,-7.378064773E1,1.639140645E1,1.187067223E1,3.024555054E2,2.763365984E0,1.659544945E0
6.356031376E2,4.544654272E1,-7.378077849E1,1.613838068E1,1.174702930E1,3.009013672E2,2.770875454E0,1.659847260E0
6.366031256E2,4.544659619E1,-7.378090895E1,1.620005776E1,1.167073345E1,2.986015320E2,2.763134480E0,1.662845254E0
6.376031506E2,4.544664609E1,-7.378104364E1,1.594109589E1,1.162446785E1,2.971348267E2,2.755344391E0,1.661947250E0
6.386031816E2,4.544669328E1,-7.378118044E1,1.569954488E1,1.161245537E1,2.957458191E2,2.762015343E0,1.666297078E0
6.396031696E2,4.544673753E1,-7.378132120E1,1.555213498E1,1.169573784E1,2.943135071E2,2.782255173E0,1.668050051E0
6.406031896E2,4.544678034E1,-7.378145947E1,1.522671917E1,1.140057945E1,2.922826233E2,2.912865639E0,1.683225989E0
6.416031886E2,4.544681618E1,-7.378159408E1,1.485280885E1,1.064172840E1,2.900392761E2,2.968307495E0,1.702126265E0
6.426032396E2,4.544684134E1,-7.378171414E1,1.454622774E1,9.051649094E0,2.872623596E2,3.057178974E0,1.720225215E0
6.436032176E2,4.544685856E1,-7.378180941E1,1.476435005E1,6.788137436E0,2.845419006E2,3.164318085E0,1.742861509E0
