"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.465434551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.465484551E3,9.162978968E-4,-2.138028387E-3,1.527163113E-4
1.465534551E3,-3.054326226E-4,1.527163084E-3,1.374446787E-3
1.465584551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.465634551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.465684551E3,9.162978968E-4,1.527163084E-3,1.374446787E-3
1.465734551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.465784551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.465834551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.465884551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.465934551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.465984551E3,-1.527163084E-3,-9.162978968E-4,-1.069014193E-3
1.466034551E3,-3.054326226E-4,-2.138028387E-3,-1.069014193E-3
1.466084551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.466134551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.466184551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.466234551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.466284551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.466334551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.466384551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.466434551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.466484551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.466534551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.466584551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.466634551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.466684551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.466734551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.466784551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.466834551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.466884551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.466934551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.466984551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.467034551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.467084551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.467134551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.467184551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.467234551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.467284551E3,9.162978968E-4,1.527163084E-3,2.596177394E-3
1.467334551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.467384551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.467434551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.467484551E3,-3.054326226E-4,-2.138028387E-3,-1.069014193E-3
1.467534551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.467584551E3,-1.527163084E-3,-9.162978968E-4,-1.069014193E-3
1.467634551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.467684551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.467734551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.467784551E3,-1.527163084E-3,-9.162978968E-4,-1.069014193E-3
1.467834551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.467884551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.467934551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.467984551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.468034551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.468084551E3,-1.527163084E-3,3.054326226E-4,1.374446787E-3
1.468134551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.468184551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.468234551E3,9.162978968E-4,1.527163084E-3,1.527163113E-4
1.468284551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.468334551E3,9.162978968E-4,-9.162978968E-4,1.374446787E-3
1.468384551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.468434551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.468484551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.468534551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.468584551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.468634551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.468684551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.468734551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.468784551E3,9.162978968E-4,-9.162978968E-4,1.374446787E-3
1.468834551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.468884551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.468934551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.468984551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.469034551E3,9.162978968E-4,-2.138028387E-3,-1.069014193E-3
1.469084551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.469134551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.469184551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.469234551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.469284551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.469334551E3,9.162978968E-4,1.527163084E-3,1.527163113E-4
1.469384551E3,3.359758761E-3,3.054326226E-4,1.374446787E-3
1.469434551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.469484551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.469534551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.469584551E3,9.162978968E-4,-2.138028387E-3,1.527163113E-4
1.469634551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.469684551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.469734551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.469784551E3,9.162978968E-4,1.527163084E-3,1.527163113E-4
1.469834551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.469884551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.469934551E3,9.162978968E-4,1.527163084E-3,1.374446787E-3
1.469984551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.470034551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.470084551E3,-3.054326226E-4,1.527163084E-3,-1.069014193E-3
1.470134551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.470184551E3,-3.054326226E-4,1.527163084E-3,1.374446787E-3
1.470234551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.470284551E3,-2.748893574E-3,1.527163084E-3,1.527163113E-4
1.470334551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.470384551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.470434551E3,9.162978968E-4,-2.138028387E-3,1.527163113E-4
1.470484551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.470534551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.470584551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.470634551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.470684551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.470734551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.470784551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.470834551E3,-2.748893574E-3,3.054326226E-4,1.527163113E-4
1.470884551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.470934551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.470984551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.471034551E3,2.138028387E-3,1.527163084E-3,1.374446787E-3
1.471084551E3,9.162978968E-4,1.527163084E-3,1.374446787E-3
1.471134551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.471184551E3,-1.527163084E-3,1.527163084E-3,1.527163113E-4
1.471234551E3,-1.527163084E-3,1.527163084E-3,-1.069014193E-3
1.471284551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.471334551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.471384551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.471434551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.471484551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.471534551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.471584551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.471634551E3,2.138028387E-3,3.054326226E-4,1.527163113E-4
1.471684551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.471734551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.471784551E3,-2.748893574E-3,3.054326226E-4,1.527163113E-4
1.471834551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.471884551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.471934551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.471984551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.472034551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.472084551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.472134551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.472184551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.472234551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.472284551E3,9.162978968E-4,1.527163084E-3,1.527163113E-4
1.472334551E3,-3.054326226E-4,1.527163084E-3,1.374446787E-3
1.472384551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.472434551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.472484551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.472534551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.472584551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.472634551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.472684551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.472734551E3,9.162978968E-4,1.527163084E-3,-1.069014193E-3
1.472784551E3,9.162978968E-4,1.527163084E-3,1.527163113E-4
1.472834551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.472884551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.472934551E3,-1.527163084E-3,3.054326226E-4,-1.069014193E-3
1.472984551E3,9.162978968E-4,1.527163084E-3,1.527163113E-4
1.473034551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.473084551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.473134551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.473184551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.473234551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.473284551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.473334551E3,-2.748893574E-3,3.054326226E-4,-1.069014193E-3
1.473384551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.473434551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.473484551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.473534551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.473584551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.473634551E3,2.138028387E-3,-9.162978968E-4,1.527163113E-4
1.473684551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.473734551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.473784551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.473834551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.473884551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.473934551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.473984551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.474034551E3,9.162978968E-4,-9.162978968E-4,-1.069014193E-3
1.474084551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.474134551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.474184551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.474234551E3,-1.527163084E-3,1.527163084E-3,1.527163113E-4
1.474284551E3,-3.054326226E-4,1.527163084E-3,1.374446787E-3
1.474334551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.474384551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.474434551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.474484551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.474534551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.474584551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.474634551E3,-1.527163084E-3,3.054326226E-4,1.374446787E-3
1.474684551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.474734551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.474784551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.474834551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.474884551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.474934551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.474984551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.475034551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.475084551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.475134551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.475184551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.475234551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.475284551E3,2.138028387E-3,-9.162978968E-4,1.527163113E-4
1.475334551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.475384551E3,9.162978968E-4,-9.162978968E-4,1.374446787E-3
1.475434551E3,-1.527163084E-3,1.527163084E-3,1.374446787E-3
1.475484551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.475534551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.475584551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.475634551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.475684551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.475734551E3,-3.054326226E-4,1.527163084E-3,1.374446787E-3
1.475784551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.475834551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.475884551E3,9.162978968E-4,1.527163084E-3,1.374446787E-3
1.475934551E3,2.138028387E-3,3.054326226E-4,-1.069014193E-3
1.475984551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.476034551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.476084551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.476134551E3,2.138028387E-3,3.054326226E-4,1.527163113E-4
1.476184551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.476234551E3,-3.054326226E-4,1.527163084E-3,-1.069014193E-3
1.476284551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.476334551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.476384551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.476434551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.476484551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.476534551E3,-3.054326226E-4,1.527163084E-3,1.374446787E-3
1.476584551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.476634551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.476684551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.476734551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.476784551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.476834551E3,2.138028387E-3,-9.162978968E-4,1.527163113E-4
1.476884551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.476934551E3,9.162978968E-4,-9.162978968E-4,-1.069014193E-3
1.476984551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.477034551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.477084551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.477134551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.477184551E3,9.162978968E-4,1.527163084E-3,1.374446787E-3
1.477234551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.477284551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.477334551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.477384551E3,-1.527163084E-3,-2.138028387E-3,1.527163113E-4
1.477434551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.477484551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.477534551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.477584551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.477634551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.477684551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.477734551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.477784551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.477834551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.477884551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.477934551E3,9.162978968E-4,1.527163084E-3,1.527163113E-4
1.477984551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.478034551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.478084551E3,9.162978968E-4,1.527163084E-3,1.527163113E-4
1.478134551E3,9.162978968E-4,-9.162978968E-4,-1.069014193E-3
1.478184551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.478234551E3,-1.527163084E-3,-9.162978968E-4,-1.069014193E-3
1.478284551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.478334551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.478384551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.478434551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.478484551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.478534551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.478584551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.478634551E3,-3.054326226E-4,-2.138028387E-3,-1.069014193E-3
1.478684551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.478734551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.478784551E3,-3.054326226E-4,-9.162978968E-4,1.374446787E-3
1.478834551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.478884551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.478934551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.478984551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.479034551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.479084551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.479134551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.479184551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.479234551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.479284551E3,-1.527163084E-3,-9.162978968E-4,-1.069014193E-3
1.479334551E3,2.138028387E-3,-9.162978968E-4,-1.069014193E-3
1.479384551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.479434551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.479484551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.479534551E3,-3.054326226E-4,-9.162978968E-4,1.374446787E-3
1.479584551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.479634551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.479684551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.479734551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.479784551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.479834551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.479884551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.479934551E3,2.138028387E-3,3.054326226E-4,1.374446787E-3
1.479984551E3,9.162978968E-4,-9.162978968E-4,1.374446787E-3
1.480034551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.480084551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.480134551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.480184551E3,-2.748893574E-3,3.054326226E-4,1.527163113E-4
1.480234551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.480284551E3,-1.527163084E-3,3.054326226E-4,-1.069014193E-3
1.480334551E3,-1.527163084E-3,3.054326226E-4,-1.069014193E-3
1.480384551E3,2.138028387E-3,-9.162978968E-4,1.527163113E-4
1.480434551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.480484551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.480534551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.480584551E3,-3.054326226E-4,-2.138028387E-3,1.527163113E-4
1.480634551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.480684551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.480734551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.480784551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.480834551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.480884551E3,-3.054326226E-4,-2.138028387E-3,1.527163113E-4
1.480934551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.480984551E3,9.162978968E-4,-9.162978968E-4,-1.069014193E-3
1.481034551E3,-3.054326226E-4,3.054326226E-4,1.374446787E-3
1.481084551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.481134551E3,-1.527163084E-3,3.054326226E-4,1.374446787E-3
1.481184551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.481234551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.481284551E3,-1.527163084E-3,3.054326226E-4,-1.069014193E-3
1.481334551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.481384551E3,-3.054326226E-4,1.527163084E-3,-1.069014193E-3
1.481434551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.481484551E3,9.162978968E-4,3.054326226E-4,2.596177394E-3
1.481534551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.481584551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.481634551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.481684551E3,9.162978968E-4,-9.162978968E-4,1.374446787E-3
1.481734551E3,-1.527163084E-3,3.054326226E-4,1.527163113E-4
1.481784551E3,-1.527163084E-3,-3.359758761E-3,1.527163113E-4
1.481834551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.481884551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.481934551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.481984551E3,9.162978968E-4,-9.162978968E-4,-1.069014193E-3
1.482034551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.482084551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.482134551E3,9.162978968E-4,1.527163084E-3,1.527163113E-4
1.482184551E3,2.138028387E-3,-9.162978968E-4,1.527163113E-4
1.482234551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.482284551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.482334551E3,-3.054326226E-4,1.527163084E-3,1.374446787E-3
1.482384551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.482434551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.482484551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.482534551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.482584551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.482634551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.482684551E3,-3.054326226E-4,1.527163084E-3,-1.069014193E-3
1.482734551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.482784551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.482834551E3,-3.054326226E-4,2.748893574E-3,1.527163113E-4
1.482884551E3,-2.748893574E-3,-9.162978968E-4,1.527163113E-4
1.482934551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.482984551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.483034551E3,9.162978968E-4,3.054326226E-4,-1.069014193E-3
1.483084551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.483134551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.483184551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.483234551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.483284551E3,9.162978968E-4,3.054326226E-4,1.527163113E-4
1.483334551E3,9.162978968E-4,3.054326226E-4,1.374446787E-3
1.483384551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.483434551E3,-1.527163084E-3,1.527163084E-3,1.527163113E-4
1.483484551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.483534551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.483584551E3,-1.527163084E-3,3.054326226E-4,-1.069014193E-3
1.483634551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.483684551E3,-3.054326226E-4,3.054326226E-4,-1.069014193E-3
1.483734551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.483784551E3,-2.748893574E-3,-9.162978968E-4,1.527163113E-4
1.483834551E3,-3.054326226E-4,3.054326226E-4,1.527163113E-4
1.483884551E3,-1.527163084E-3,1.527163084E-3,-1.069014193E-3
1.483934551E3,-3.054326226E-4,1.527163084E-3,1.527163113E-4
1.483984551E3,-1.527163084E-3,1.527163084E-3,-1.069014193E-3
1.484034551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.484084551E3,-3.054326226E-4,-9.162978968E-4,-1.069014193E-3
1.484134551E3,-1.527163084E-3,-9.162978968E-4,1.527163113E-4
1.484184551E3,9.162978968E-4,-9.162978968E-4,1.527163113E-4
1.484234551E3,-3.054326226E-4,-9.162978968E-4,1.527163113E-4
1.484284551E3,-1.527163084E-3,-9.162978968E-4,-1.069014193E-3
1.484334551E3,-1.527163113E-4,3.054326226E-4,1.374446787E-3
1.484384551E3,1.069014193E-3,-9.162978968E-4,1.527163113E-4
1.484434551E3,-1.527163113E-4,1.527163084E-3,1.527163113E-4
1.484484551E3,-1.527163113E-4,3.054326226E-4,1.527163113E-4
1.484534551E3,-1.527163113E-4,3.054326226E-4,1.527163113E-4
1.484584551E3,-1.527163113E-4,3.054326226E-4,1.374446787E-3
1.484634551E3,-2.596177394E-3,3.054326226E-4,1.527163113E-4
